vendor,product,iot,kev,1d,1d_uniq_ip,7d,30d,90d,history,cve,total,last_seen
SecurePoint,SecurePoint UTM,True,True,0,0.0,2,3,13,{},CVE-2023-22897,6833,2026-01-24 02:10:29.319460
MasterSAM,MasterSAM Star Gate,True,True,0,0.0,53,27,17,{},CVE-2024-55457,822,2026-02-02 13:16:42.926479
LiteLLM,LiteLLM,True,True,0,0.0,23,12,19,{},CVE-2024-6587,4628,2026-01-24 02:10:29.249898
3CX,3CX Phone System Management Console,True,True,0,0.0,1,3,22,{},CVE-2022-28005,8642,2026-01-12 13:02:45.625498
PrestaShop,PrestaShop jmsblog,True,True,0,0.0,0,2,2,{},CVE-2023-27034,2063,2025-03-26 12:49:20.263192
Unit4,Unit4 Financials by Coda,True,True,0,0.0,0,4,25,{},CVE-2024-28734,7936,2026-01-07 13:00:46.863073
h20.ai,h20.ai Dashboard,True,True,0,0.0,10,6,23,{},CVE-2023-6038,10220,2026-01-24 02:10:29.201196
Wordpress,Sitemap by click5 WordPress plugin,True,True,0,0.0,46,26,27,{},CVE-2022-0952,26302,2026-02-02 13:16:42.883285
Uniview,Uniview ISC 2500-S,True,True,0,0.0,26,24,29,{},CVE-2024-0778,3093,2025-07-30 12:59:56.420884
Open Source SRS Community,SNS,True,True,0,0.0,24,10,14,{},CVE-2023-34105,1244,2026-01-24 02:10:29.245992
CuppaCMS,CuppaCMS,True,True,0,0.0,19,11,22,{},CVE-2022-25485,10029,2026-01-24 02:10:29.280545
Juniper,Junos OS (J-Web),True,True,0,0.0,1270,636,684,{},CVE-2023-36844,52181,2026-02-02 13:16:42.798646
Infiray,Infiray IRAY-A8Z3,True,True,0,0.0,216,164,164,{},CVE-2022-31208,211,2026-02-02 13:16:42.796828
Mirko B̦er Software Development,SuperWebMailer,True,True,0,0.0,1,3,18,{},CVE-2023-38192,7397,2026-01-19 13:05:33.393790
Lightdash,Lightdash,True,True,0,0.0,55,37,15,{},CVE-2023-35844,4896,2026-02-02 13:16:42.950965
Linksys,Linksys E2000,True,True,0,0.0,54,28,18,{},CVE-2024-27497,4032,2026-02-02 13:16:42.830181
GruppoSCAI,RealGimm,True,True,0,0.0,5,3,10,{},CVE-2023-41642,2803,2026-01-07 13:00:46.896879
Wordpress,Wordpress EventON plugin,True,True,0,0.0,2,2,18,{},CVE-2024-0235,642,2026-01-24 02:10:29.226826
Adobe,ColdFusion,True,True,0,0.0,5,29,23,{},CVE-2023-29298,15985,2026-02-07 13:05:04.372841
SugarCRM,SugarCRM,True,True,0,0.0,0,0,1,{},CVE-2023-22952,699,2025-11-29 12:51:05.941428
GFI,Kerio Control,True,True,0,0.0,103,52,30,{},CVE-2024-52875,13603,2026-02-02 13:16:42.882859
Ivanti,Sentry,True,True,0,0.0,2,129,97,{},CVE-2023-38035,5383,2026-02-07 13:05:04.365921
VertaAI,ModelDB,True,True,0,0.0,6,35,15,{},CVE-2023-6023,8184,2026-02-07 13:05:04.303474
Draytek,Draytek Vigor2960 and Vigor300B,True,True,0,0.0,0,2,11,{},CVE-2024-12987,110,2025-07-28 12:59:31.826016
Totolink,Totolink A3300R,True,True,0,0.0,0,0,59,{},CVE-2024-24329,354,2025-05-14 12:52:06.374541
Samsung,Samsung magicINFO 9,True,True,0,0.0,32,278,215,{},CVE-2024-7399,18120,2026-02-02 13:16:42.752947
Four-Faith,Four-Faith F3x36,True,True,0,0.0,0,24,367,{},CVE-2024-9644,10129,2025-12-13 12:52:24.099051
Atlassian,JIRA STAGIL Navigation for Jira - Menu & Themes plugin,True,True,0,0.0,61,25,377,{},CVE-2023-26256,22527,2026-02-02 13:16:42.769488
Sitecore,"Sitecore Experience Manager (XM), Experience Platform (XP), Experience",True,True,0,0.0,0,28,29,{},CVE-2024-46938,774,2025-11-26 12:57:21.121029
Netentsec,NS-ASG Application Security Gateway,True,True,0,0.0,6,3,22,{},CVE-2024-2330,3249,2026-01-05 02:29:32.240116
ABB,"ABB ASPECT-Enterprise on Linux, ABB NEXUS Series on Linux, ABB MATRIX Series on Linux",True,True,0,0.0,0,0,43,{},CVE-2024-6298,95,2025-05-04 12:46:29.885961
Adobe,ColdFusion,True,True,0,0.0,54,19,17,{},CVE-2023-38205,9087,2026-02-02 13:16:42.939531
Citrix,Citrix ShareFile StorageZones (aka storage zones) Controller,True,True,0,0.0,0,0,308,{},CVE-2023-24489,308,2024-11-22 12:46:11.288355
Cisco,Cisco Finesse,True,True,0,0.0,42,42,42,{},CVE-2024-20404,0,2026-02-06 13:16:16.385183
TVT/Provision-ISR,Multiple DVR models,True,True,0,0.0,12,7,124,{},CVE-2024-7339,12427,2025-12-24 12:56:38.767809
Citrix,Citrix Virtual Apps and Desktops,True,True,0,0.0,15,15,12,{},CVE-2024-8069,4631,2026-02-02 13:16:42.796423
Journeyx,Journeyx,True,True,0,0.0,23,12,22,{},CVE-2024-6893,5687,2026-01-24 02:10:29.214520
CyberPanel,CyberPanel,True,True,0,0.0,50,21,18,{},CVE-2024-32738,2344,2026-02-02 13:16:42.873650
QNAP,QNAP QTS and QuTS Hero,True,True,0,0.0,0,8,4,{},CVE-2024-21899,181286,2026-01-11 12:55:34.170160
Hangzhou Kuozhi Network Technology,EduSoho,True,True,0,0.0,7,7,7,{},CVE-2023-7335,0,2026-01-27 13:06:27.995652
ZEROF,ZEROF Web Server,True,True,0,0.0,1,1,25,{},CVE-2022-25322,18835,2025-12-11 13:00:36.042101
Totolink,Totolink X18,True,True,0,0.0,0,3,48,{},CVE-2024-2353,1955,2026-01-01 12:57:06.292943
Citrix,Citrix StoreFront,True,True,0,0.0,1,9,19,{},CVE-2023-5914,21277,2026-01-19 13:05:33.386524
Adobe,Adobe Commerce and Magento Open Source,True,True,0,0.0,0,0,7,{},CVE-2024-34102,60,2025-10-20 02:05:45.047798
Next.js,Next.js,True,True,0,0.0,0,1,1,{},CVE-2025-29927,50,2026-01-13 13:02:28.172196
Parsec Automation,TrackSYS,True,True,0,0.0,1,2,21,{},CVE-2024-6188,5131,2025-12-24 12:56:38.791952
FIT2CLOUD,KubePi,True,True,0,0.0,5,18,16,{},CVE-2023-22478,16762,2026-02-07 13:05:04.184421
Wordpress,Wordpress SoftLab Integrate Google Drive,True,True,0,0.0,33,33,33,{},CVE-2023-32117,48,2026-02-02 13:16:42.840861
Four-Faith,Four-Faith F3x24 and F3x36,True,True,0,0.0,142,104,252,{},CVE-2024-12856,40893,2026-02-02 13:16:42.823152
CyberPanel,CyberPanel,True,True,0,0.0,51,26,18,{},CVE-2024-32737,2111,2026-02-02 13:16:42.767960
Guangzhou Yingke Electronic Technology,Ncast,True,True,0,0.0,19,12,31,{},CVE-2024-0305,17881,2026-01-24 02:10:29.292121
SecurePoint,SecurePoint UTM,True,True,0,0.0,15,7,19,{},CVE-2023-22620,9921,2026-01-20 13:06:03.863284
Wordpress,Wordpress WP Job Portal plugin,True,True,0,0.0,30,14,23,{},CVE-2023-4490,1730,2026-01-24 02:10:29.253402
CrushFTP,CrushFTP,True,True,0,0.0,87,58,32,{},CVE-2023-43177,3319,2026-01-24 02:10:29.264516
PTZOptics,PTZOptics PT30X-SDI/NDI-xx,True,True,0,0.0,2,2,2,{},CVE-2024-8957,17,2025-11-21 12:53:31.622076
Zyxel,Zyxel NAS326/NAS540/NAS542,True,True,0,0.0,0,0,6,{},CVE-2023-27992,58,2025-04-08 12:50:16.207163
Ruijie Networks,Ruijie BCR810W,True,True,0,0.0,0,13,67,{},CVE-2023-3608,80731,2025-10-30 12:56:29.294381
ipTIME,ipTIME A2004,True,True,0,0.0,0,6,18,{},CVE-2024-54763,528,2026-01-18 12:54:10.747582
FLIR,AX8 thermal sensor cameras,True,True,0,0.0,183,183,183,{},CVE-2022-37061,566,2026-01-27 13:06:28.006155
Spring,Spring Cloud Gateway,True,True,0,0.0,40,99,82,{},CVE-2022-22947,12304,2026-01-18 12:54:10.887315
Totolink,Totolink EX1800T,True,True,0,0.0,22,12,31,{},CVE-2024-34257,7478,2026-01-24 02:10:29.394951
SpectoLabs,HoverFly,True,True,0,0.0,1,24,25,{},CVE-2024-45388,5032,2026-02-07 13:05:04.220585
PrestaShop,PrestaShop tshirtecommerce,True,True,0,0.0,51,26,18,{},CVE-2023-27640,4440,2026-02-02 13:16:42.900622
Ghost,Ghost,True,True,0,0.0,0,4,18,{},CVE-2023-32235,9076,2026-01-19 13:05:33.250834
CyberPanel,CyberPanel,True,True,0,0.0,65,33,17,{},CVE-2024-32736,2329,2026-02-02 13:16:42.756762
QNAP,QNAP VioStor NVR,True,True,0,0.0,0,0,3,{},CVE-2023-47565,16,2025-12-24 12:56:38.640434
Juniper,Junos OS (J-Web),True,True,0,0.0,191,128,37,{},CVE-2024-21620,511,2026-02-02 13:16:42.750757
OS4ED,openSIS-Classic Version,True,True,0,0.0,0,0,80,{},CVE-2024-51211,376,2025-09-07 12:44:00.591865
Splunk,Splunk Enterprise on Windows,True,True,0,0.0,0,6,10,{},CVE-2024-36991,159,2025-10-10 12:51:58.451692
Gradio,Gradio,True,True,0,0.0,21,12,35,{},CVE-2024-1561,34522,2026-01-24 02:10:29.398742
Zyxel,Zyxel NAS326/NAS542,True,True,0,0.0,0,0,317,{},CVE-2023-4473,708,2024-07-28 06:01:26.179100
Korenix,"Jetwave 4200, Jetwave 3000 Series",True,True,0,0.0,0,0,83,{},CVE-2023-23295,611,2025-10-30 12:56:29.146812
Fujian Apex Software,LiveBOS,True,True,0,0.0,4,4,3,{},CVE-2024-13981,1,2026-01-24 02:10:29.405441
Seiko,Seiko Skybridge MB-A200 series,True,True,0,0.0,0,0,81,{},CVE-2022-36559,379,2025-09-07 12:44:00.467021
White Star Software,White Star Software Potop,True,True,0,0.0,47,47,42,{},CVE-2025-44177,1133,2026-01-20 13:06:03.838122
Digital Watchdog,Digital Watchdog DW MEGApix IP cameras,True,True,0,0.0,294,294,294,{},CVE-2022-34538,0,2026-01-27 13:06:28.040861
Adobe,Adobe Experience Manager,True,True,0,0.0,0,0,6,{},CVE-2025-54254,42,2025-11-26 12:57:21.312431
Cisco,Cisco ASA and Cisco Firepower Threat Defense,True,True,0,0.0,0,20,18,{},CVE-2018-0296,6900,2026-02-06 13:16:16.252375
NETGEAR,RAX43,True,True,0,0.0,38,24,22,{},CVE-2021-20166,31931,2026-02-02 13:16:42.842201
Totolink,TOTOLINK Realtek SDK based routers,True,True,0,0.0,128,87,115,{},CVE-2019-19824,64741,2026-02-08 13:05:44.161132
Splunk,Splunk,True,True,0,0.0,0,5,20,{},CVE-2018-11409,13217,2026-01-18 12:54:10.782269
Alfresco,Alfresco Community Edition (Alfresco Share),True,True,0,0.0,8,4,27,{},CVE-2019-14223,26838,2026-01-08 13:01:16.066693
Canvas,Canvas LMS,True,True,0,0.0,5,5,26,{},CVE-2020-5775,10204,2026-01-07 13:00:46.980165
Telerik,Telerik,True,True,0,0.0,5,9,5,{},CVE-2019-18935,17029,2026-02-02 13:16:42.847236
Totolink,A720R,True,True,0,0.0,200,141,56,{},CVE-2021-35327,2402,2024-08-08 06:01:09.766686
Spring,Spring Cloud Netflix,True,True,0,0.0,215,87,47,{},CVE-2021-22053,39199,2026-02-02 13:16:42.943611
Artica,Artica Proxy,True,True,0,0.0,51,26,18,{},CVE-2020-13158,5015,2026-02-02 13:16:42.829970
Oracle,Oracle Weblogic Server,True,True,0,0.0,0,0,5,{},CVE-2020-14883,2268,2026-01-15 02:12:32.036163
Oracle,BI Publisher (Oracle Fusion Middleware),True,True,0,0.0,0,5,17,{},CVE-2019-2588,2833,2026-01-07 02:12:33.233681
Kubernetes,Kubernetes (Kubelet),True,True,0,0.0,36,19,12,{},CVE-2019-11248,12739,2026-02-02 13:16:42.870222
SolarWinds,SolarWinds Web Help Desk,True,True,0,0.0,0,0,7,{},CVE-2021-35232,33,2025-11-12 12:56:37.435318
IceWarp,IceWarp Mail Server,True,True,0,0.0,0,5,16,{},CVE-2019-12593,12406,2026-01-19 13:05:33.408958
Atlassian,JIRA,True,True,0,0.0,10,5,5,{},CVE-2021-26086,18378,2026-01-18 12:54:10.888888
GrandNode,GrandNode,True,True,0,0.0,0,11,14,{},CVE-2019-12276,7833,2026-02-06 13:16:16.337951
RainbowFish Software,PacsOne Server,True,True,0,0.0,1,1,1,{},CVE-2018-25124,0,2026-01-24 02:10:29.381357
Seagate,Seagate NAS OS,True,True,0,0.0,5,57,30,{},CVE-2018-12296,43544,2026-02-07 13:05:04.313821
Grafana,Grafana,True,True,0,0.0,1,3,23,{},CVE-2020-13379,11875,2026-01-15 02:12:32.079850
TopThink,ThinkPHP5,True,True,0,0.0,0,0,1,{},CVE-2019-9082,9,2025-08-20 12:53:31.141040
Drupal,Drupal avatar_uploader,True,True,0,0.0,41,21,14,{},CVE-2018-9205,4852,2026-02-02 13:16:42.899552
ASUS,ASUS RT series routers,True,True,0,0.0,0,0,1,{},CVE-2013-5948,52,2024-11-15 12:45:30.393265
CGit,CGit,True,True,0,0.0,52,35,15,{},CVE-2018-14912,5101,2026-02-02 13:16:42.941487
Linksys,Linksys E Series,True,True,0,0.0,420,564,640,{},CVE-2013-2678,35406,2026-01-12 13:02:45.739970
Endress+Hauser,WirelessHART Fieldgate SWG70,True,True,0,0.0,2,7,28,{},CVE-2018-16059,26707,2026-01-19 13:05:33.418333
D-Link,D-Link DWR series,True,True,0,0.0,148,138,61,{},CVE-2018-10823,6970,2026-02-02 13:16:42.851987
Void Sistemas,Aurall REC Monitor,True,True,0,0.0,13,14,18,{},CVE-2021-25899,24082,2026-02-02 13:16:42.832372
Grafana,Grafana,True,True,0,0.0,4,3,37,{},CVE-2021-43798,14578,2025-12-19 12:56:29.758555
TopThink,ThinkPHP5,True,True,0,0.0,0,0,1,{},CVE-2018-20062,14,2025-08-21 12:52:46.370782
Atlassian,JIRA,True,True,0,0.0,1,5,24,{},CVE-2019-8451,22563,2026-02-02 13:16:42.912709
Mitel,MiCollab AWV,True,True,0,0.0,0,6,18,{},CVE-2020-11798,3559,2026-01-12 13:02:45.638758
D-Link,D-Link Central WiFiManager CWM-100,True,True,0,0.0,209,105,35,{},CVE-2018-15517,16414,2026-02-02 13:16:42.908767
Wordpress,Patreon Wordpress plugin,True,True,0,0.0,48,33,15,{},CVE-2021-24227,4833,2026-02-02 13:16:42.907954
Apache,ActiveMQ,True,True,0,0.0,5,6,20,{},CVE-2018-8006,6586,2026-01-02 12:56:27.984370
Verizon,Verizon Fios Quantum Gateway (G1100),True,True,0,0.0,0,0,51,{},CVE-2019-3914,51,2024-11-27 12:48:49.092770
D-Link,D-Link DAP-1620,True,True,0,0.0,4,5,20,{},CVE-2021-46381,10499,2026-01-12 13:02:45.660287
Atlassian,JIRA,True,True,0,0.0,8,6,27,{},CVE-2019-8446,25395,2026-01-27 13:06:28.071674
Webmin,Webmin,True,True,0,0.0,210,55,29,{},CVE-2019-15642,49500,2026-02-02 13:16:42.828075
Nagios,Nagios XI,True,True,0,0.0,3,69,32,{},CVE-2018-10737,36132,2026-02-08 13:05:44.223446
Cisco,SD-WAN vManage,True,True,0,0.0,47,24,15,{},CVE-2020-26073,4873,2026-02-02 13:16:42.759262
Drupal,Drupal,True,True,0,0.0,0,0,17,{},CVE-2019-6340,36,2025-09-08 12:53:24.635639
OpenNetAdmin,OpenNetAdmin,False,False,0,,0,0,2,,CVE-2019-25065,0,2024-03-12 10:43:50.953187
Oracle,BI Publisher (Oracle Fusion Middleware),True,True,0,0.0,0,37,20,{},CVE-2019-2768,5743,2026-02-06 13:16:16.428180
PHP,PHP-FPM (FastCGI Process Manager),False,True,0,,0,0,182,,CVE-2019-11043,0,2024-03-12 10:43:50.969240
SonicWall,SonicWall Global Management System,True,True,0,0.0,2,1,1,{},CVE-2018-9866,18,2025-01-16 01:42:44.113883
Ignite Realtime,Openfire,True,True,0,0.0,5,4,23,{},CVE-2019-18393,3266,2026-01-07 02:12:33.049215
Apache,Druid,True,True,0,0.0,32,25,50,{},CVE-2021-25646,60899,2026-02-08 13:05:44.083972
Ruby on Rails,Sprockets,True,True,0,0.0,39,18,19,{},CVE-2018-3760,36891,2026-02-02 13:16:42.862337
Xiaomi,Xiaomi Mi WiFi R3G,True,True,0,0.0,1,16,12,{},CVE-2019-18371,3227,2026-02-06 13:16:16.343228
Jolokia,Jolokia,True,True,0,0.0,210,60,32,{},CVE-2018-1000130,35837,2026-02-02 13:16:42.770551
Hongdian,Hongdian H8922,True,True,0,0.0,6,5,27,{},CVE-2021-28150,1384,2026-01-24 02:10:29.346300
Apache,Tika,True,True,0,0.0,171,41,26,{},CVE-2018-1335,39770,2026-02-02 13:16:42.866378
TerraMaster,TOS,True,True,0,0.0,75,128,112,{},CVE-2020-28188,135569,2025-10-29 12:58:20.228884
Artica,Pandora FMS,True,True,0,0.0,51,35,20,{},CVE-2018-11222,5497,2026-02-02 13:16:42.881527
SysAid,SysAid On-Premise,True,True,0,0.0,38,17,20,{},CVE-2025-2775,2288,2026-02-06 13:16:16.375822
Guangzhou,Guangzhou 1GE ONU (GPON),True,True,0,0.0,185,139,52,{},CVE-2020-8958,1664,2026-01-27 13:06:28.002062
Tenda,AC15/AC1900,True,True,0,0.0,0,0,51,{},CVE-2020-15916,62,2024-11-27 12:48:49.171041
Kyocera,Kyocera Printer d-COPIA253MF plus,True,True,0,0.0,1,15,10,{},CVE-2020-23575,5857,2026-02-06 13:16:16.375430
Artica,Artica Web Proxy,True,True,0,0.0,202,60,32,{},CVE-2020-17505,50644,2026-02-02 13:16:42.757228
IBM,Maximo Asset Management,True,True,0,0.0,63,28,29,{},CVE-2020-4463,90152,2026-02-02 13:16:42.949875
Comtrend,Comtrend VR-3033,True,True,0,0.0,218,218,218,{},CVE-2020-10173,1480,2026-01-27 13:06:27.946647
Barcode,Barcode (GLPI plugin),True,True,0,0.0,1,17,11,{},CVE-2021-43778,5333,2026-02-06 13:16:16.359210
Cisco,Cisco ASA and Cisco Firepower Threat Defense,True,True,0,0.0,5,10,364,{},CVE-2020-3580,44715,2026-02-02 13:16:42.756297
Nacos,Nacos,True,True,0,0.0,5,19,11,{},CVE-2021-29442,13266,2026-02-07 13:05:04.195097
Ivanti,Avalanche,True,True,0,0.0,70,30,19,{},CVE-2021-30497,8153,2026-02-02 13:16:42.838443
Hongdian,Hongdian H8922,True,True,0,0.0,2,4,27,{},CVE-2021-28149,21809,2026-02-02 13:16:42.885076
Motorola,Binatone Hubble Camera,True,True,0,0.0,17,41,63,{},CVE-2021-3577,65056,2026-02-02 13:16:42.802287
Node-RED,Node-RED-Dashboard,True,True,0,0.0,3,3,17,{},CVE-2021-3223,12003,2026-01-10 12:54:24.241293
Wordpress,Wordpress Simple File List plugin,True,True,0,0.0,43,24,87,{},CVE-2020-12832,23676,2026-02-06 13:16:16.383914
Squirrelly,Squirrelly,True,True,0,0.0,0,0,62,{},CVE-2021-32819,323,2025-09-07 12:44:00.625575
D-Link,D-Link DIR-825,True,True,0,0.0,0,0,41,{},CVE-2020-10215,41,2024-11-27 12:48:49.075130
Apereo,CAS,True,True,0,0.0,1,5,22,{},CVE-2021-42567,9023,2026-01-20 13:06:03.827688
Buffalo,Buffalo SR-2533DHPL2 and WSR-2533DHP3,True,True,0,0.0,27,19,22,{},CVE-2021-20092,13829,2026-02-02 13:16:42.935731
Keycloak,Keycloak,True,True,0,0.0,6,5,17,{},CVE-2020-10770,11778,2026-01-03 12:54:03.728209
WSO2,WSO2 Management Console,True,True,0,0.0,2,2,20,{},CVE-2020-17453,7508,2026-01-18 12:54:10.839996
Metabase,Metabase,True,True,0,0.0,0,14,16,{},CVE-2021-41277,31205,2026-02-06 13:16:16.254460
LILIN,LILIN DVR,True,True,0,0.0,176,101,189,{},CVE-2021-30168,26047,2026-02-06 13:16:16.284981
Zyxel,Zyxel NBG2105,True,True,0,0.0,6,26,20,{},CVE-2021-3297,1736,2026-02-07 13:05:04.292029
D-Link,D-Link DIR-825,True,True,0,0.0,0,0,1,{},CVE-2020-29557,128,2025-12-30 12:58:50.762813
Draytek,VigorConnect,True,True,0,0.0,93,74,30,{},CVE-2021-20123,9288,2026-02-02 13:16:42.934806
Grandstream,UCM6200 series,True,True,0,0.0,4,5,5,{},CVE-2020-5722,40,2025-06-09 12:53:37.632769
D-Link,D-Link DIR850,True,True,0,0.0,5,5,19,{},CVE-2021-46379,5133,2026-01-07 02:12:33.165341
Hongdian,H8922,True,True,0,0.0,18,19,22,{},CVE-2021-28151,43313,2026-02-02 13:16:42.752505
Totolink,A3002RU,True,True,0,0.0,7,9,19,{},CVE-2018-13315,19979,2025-12-04 12:59:17.516383
Cisco,Cisco ASA and Cisco Firepower Threat Defense,True,True,0,0.0,0,0,7,{},CVE-2020-3259,50,2025-10-15 12:54:42.417472
GeoServer,GeoServer,True,True,0,0.0,1,17,38,{},CVE-2021-40822,18781,2026-01-24 02:10:29.338852
Shenzhen TVT,Shenzhen TVT Digital Technology DVR/NVR/IPC,True,True,0,0.0,195,172,172,{},CVE-2018-25126,556,2026-02-06 13:16:16.341134
VMware,vRealize Operations Manager API,True,True,0,0.0,28,21,22,{},CVE-2021-21975,30931,2026-02-02 13:16:42.825568
Tenda,Tenda AC7/AC9/AC10,True,True,0,0.0,426,321,56,{},CVE-2018-14558,3067,2026-01-27 13:06:28.014551
ZTE,ZTE MF971R,True,True,0,0.0,2,4,27,{},CVE-2021-21745,23769,2026-01-19 13:05:33.333473
Wordpress,BuddyPress plugin,True,True,0,0.0,108,28,30,{},CVE-2021-21389,35638,2026-02-02 13:16:42.848724
Arcadyan,Arcadyan manufactured devices (multiple vendors),True,True,0,0.0,0,0,1,{},CVE-2021-20090,4,2024-10-10 12:43:46.578831
Reprise,Reprise License Manager,True,True,0,0.0,5,4,19,{},CVE-2021-45422,687,2026-01-07 13:00:46.980571
Sahi Pro,Sahi Pro,True,True,0,0.0,52,26,15,{},CVE-2018-20470,4466,2026-02-02 13:16:42.912491
Gerapy,Gerapy,False,False,0,,0,1,1,,CVE-2021-32849,0,2024-03-12 10:43:50.922692
Wordpress,Wordpress Zoomsounds plugin,True,True,0,0.0,51,22,17,{},CVE-2021-39316,5626,2026-02-02 13:16:42.821629
SonicWall,SonicWall Secure Remote Access,True,True,0,0.0,113,32,12,{},CVE-2021-20028,4943,2026-02-02 13:16:42.928925
Spring Boot Actuator Logview,Spring Boot Actuator Logview,True,True,0,0.0,103,32,19,{},CVE-2021-21234,33775,2026-02-02 13:16:42.783034
Teltonika,Teltonika RUT9XX series,True,True,0,0.0,212,185,126,{},CVE-2018-17532,17356,2026-02-06 13:16:16.393242
node-red-contrib-huemagic,node-red-contrib-huemagic (for Philips HUE,True,True,0,0.0,53,28,12,{},CVE-2021-25864,4630,2026-02-02 13:16:42.848093
Jenkins,Jenkins,True,True,0,0.0,0,18,7,{},CVE-2018-1000861,64,2025-07-29 13:00:07.024231
GeoVision,GeoVision embedded devices,True,True,0,0.0,0,151,300,{},CVE-2018-25118,7851,2026-01-24 02:10:29.243250
KevinLAB,Building Energy Management System,True,True,0,0.0,19,17,18,{},CVE-2021-37291,9615,2026-02-08 13:05:44.218444
UDP Technology,video camera firmware for multiple vendors,True,True,0,0.0,17,42,60,{},CVE-2021-33544,62765,2026-02-02 13:16:42.826423
Bitrix,Bitrix24 Web Application Firewall,False,False,0,,0,2,133,,CVE-2020-13483,0,2024-03-12 10:43:50.933870
Draytek,VigorConnect,True,True,0,0.0,70,66,41,{},CVE-2021-20124,8964,2026-02-02 13:16:42.779091
VMware,VMware NSX Manager XStream,True,True,0,0.0,1,2,25,{},CVE-2021-39144,11002,2026-01-19 13:05:33.304029
ThinkAdmin,ThinkAdmin,True,True,0,0.0,0,111,197,{},CVE-2020-25540,1066,2024-11-09 12:39:16.843345
Wordpress,Wordpress Woocommerce plugin,True,True,0,0.0,0,0,5,{},CVE-2021-32790,163,2025-11-25 12:56:15.481499
netis,netis WF2419,True,True,0,,0,0,1,,CVE-2019-19356,0,2024-03-12 10:43:50.941712
Citrix,"Citrix ADC, Citrix Gateway, Citrix SDWAN WAN-OP",True,True,0,0.0,1,60,124,{},CVE-2020-8191,87691,2026-02-08 13:05:44.068730
LB-LINK,LB-LINK BL-AC2100,True,True,0,0.0,28,19,32,{},CVE-2025-29063,6293,2026-02-06 13:16:16.438217
N-able,N-able N-central,True,True,0,0.0,42,42,42,{},CVE-2025-9316,83,2026-01-24 02:10:29.200165
CuppaCMS,CuppaCMS,True,True,0,0.0,37,21,20,{},CVE-2022-34121,10472,2026-02-02 13:16:42.853273
Zivif,Zivif PR115-204-P-RS,True,True,0,0.0,0,199,299,{},CVE-2017-17105,8839,2026-01-18 12:54:10.843066
Ctek,SkyRouter,True,False,0,,0,0,2,,CVE-2011-5010,0,2024-03-12 10:43:50.936757
Reprise,Reprise License Manager,True,True,0,0.0,0,6,19,{},CVE-2022-28365,855,2026-01-18 12:54:10.850737
Yaws,Yaws,True,True,0,0.0,49,25,42,{},CVE-2017-10974,5390,2026-02-02 13:16:42.869115
Oracle,Oracle E-Business Suite,True,True,0,0.0,63,26,23,{},CVE-2022-21500,12209,2026-02-02 13:16:42.871334
QCubed,QCubed,True,True,0,0.0,2,5,44,{},CVE-2020-24914,96006,2026-02-02 13:16:42.787663
Argo Project,Argo CD,True,True,0,0.0,39,26,17,{},CVE-2025-55190,246,2026-02-02 13:16:42.819253
Wordpress,Wordpress SureTriggers: All-in-One Automation Platform plugin,True,True,0,0.0,54,28,32,{},CVE-2025-3102,842,2026-01-20 13:06:03.965288
Micro Focus,Operation Bridge Manager UCMDB,True,True,0,0.0,39,23,31,{},CVE-2020-11854,5874,2026-02-02 13:16:42.768390
Dassualt Systems,DELMIA Apriso,True,True,0,0.0,30,17,48,{},CVE-2025-5086,3543,2026-02-06 13:16:16.363304
Traccar,Traccar,True,True,0,0.0,20,16,26,{},CVE-2025-61666,284,2026-01-24 02:10:29.403651
Tenda,Tenda AC1200 V-W15Ev2,True,True,0,0.0,4,6,30,{},CVE-2022-40843,1580,2026-01-07 02:12:33.109593
CrushFTP,CrushFTP,True,True,0,0.0,25,39,153,{},CVE-2025-2825,247506,2026-02-08 13:05:44.126870
Spring,Spring Data REST,True,True,0,0.0,0,1,1,{},CVE-2017-8046,56,2025-12-16 13:00:01.380569
DNN Corp,DNN (DotNetNuke),True,True,0,0.0,33,33,39,{},CVE-2025-52488,999,2026-01-20 13:06:03.830801
Apache,OFBiz,True,True,0,0.0,3,4,18,{},CVE-2020-1943,6948,2026-01-02 12:56:28.010317
ZKTeco,"ZKTeco ZEM500-510-560-760, ZEM600-800, ZEM720, ZMM",True,True,0,0.0,3,2,3,{},CVE-2022-42953,1129,2026-02-02 13:16:42.827648
Wordpress,Wordpress Duplicator plugin,True,True,0,0.0,2,38,61,{},CVE-2020-11738,19838,2026-02-08 13:05:44.206890
Apache,Airflow,True,True,0,0.0,235,58,33,{},CVE-2020-11978,61819,2026-02-02 13:16:42.863384
Totolink,Totolink N600R,True,True,0,0.0,0,0,103,{},CVE-2022-28906,296,2025-10-12 12:45:43.451539
Kyocera,Kyocera Multifunction Printers,True,True,0,0.0,23,10,18,{},CVE-2022-1026,3148,2026-01-24 02:10:29.267080
Geoserver,Geoserver,True,True,0,0.0,7,21,252,{},CVE-2025-27505,11957,2026-01-24 02:10:29.402156
Adobe,Adobe Experience Manager,True,True,0,0.0,0,0,5,{},CVE-2025-49533,30,2025-11-26 12:57:21.123300
Edimax,Edimax IC-7100,True,True,0,0.0,0,0,64,{},CVE-2025-1316,83,2025-06-22 02:21:08.739931
Temenos,Temenos T24,True,True,0,0.0,72,36,16,{},CVE-2019-14251,11174,2026-02-02 13:16:42.776195
UniSharp,Laravel Filemanager,True,True,0,0.0,0,0,3,{},CVE-2022-40734,144,2026-02-02 13:16:42.861080
